Time,Item_ID,Price,Profit
2022-01-01 00:00:00,106,14.25,14.699999999999998
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,16.5,8.7
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,0.0
2022-01-01 00:00:00,106,15.3,6.300000000000001
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,13.5,12.149999999999997
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,16.5,34.8
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,13.95,7.199999999999996
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.75,36.0
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,9.450000000000001
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.600000000000001,17.250000000000007
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,22.050000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,6.300000000000001
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,15.750000000000002
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,25.200000000000003
2022-01-01 00:00:00,106,15.3,12.600000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,28.35
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,18.900000000000002
2022-01-01 00:00:00,106,15.3,6.300000000000001
2022-01-01 00:00:00,106,15.3,6.300000000000001
2022-01-01 00:00:00,106,15.3,31.500000000000004
2022-01-01 00:00:00,106,15.3,31.500000000000004
